sentimen,Tweet
0,Ya memangga rasain kerna negeri mereka itu bagus. Lihat saja Singapura sama Malaysia. Kita ini kenapa ga cari solusi bagaimana hal2 asap ini ga tiap-tiap tahun. Klaim donk! Kita kan warganet yang suka klaim.
1,Pontianak kota hari ini Alhamdulillah hujan besar tadi siang. Semoga besok ada hujan besar lagi biar hilang kabut asapnya
-1,sejelek itu polusi Indonesia ya ternyata
-1,Semakin usia bertambah kayanya suara bersin makin kenceng takut tambah dewasa takut bersin polusi suara /sm
1,"Bersihkan semua POLUSI di jalanan kota Bogor yang cuma bikin ribet otak
Kalian keren bro Bikin gerah"
-1,hahaha tapi itu tuh bisa juga jadi biangnya jerawatttt Karna Uda kena polusi debu antek2nya
-1,Heran anak muda jadi pd aware polusi udara setelah warga Korea kena penyakit setelah dari Indonesia. Sepenting itukah warga asing dibanding kesehatan kalian sendiri dan warga negara sendiri! I mean kalau mau teriak heboh ya ga perlu warga kesayangan kalian kemungkinan jadi korban dl.
0,Ehh ini kabut atau polusi mas?
-1,Polusi Jakarta parah lesserafim abis dari Jakarta kena ispa
-1,Heh pas banget kan jakarta konser terakhir mereka ini separah itu keknya polusi di jakarta
-1,harusnya yang jadi concern itu malaysia saja sampai protes karena asapnya bayangin gimana yang tinggal di sumatera/kalimantan. cuma yasudah karena yang ngomong malaysia lebih baik kita fokus menghujat.
1,untungnya kemarin ada hujan sih jadi lebih baik. untuk penanganan kurang tau juga gimana soalnya dari bulan kemaren sudah kek gini. asap>hujan>kemarau sebentar>asap lagi
-1,Iya MinDoc bener banget kualitas udara di jakarta sangat buruk & berdampak pada kesehatan kulit. Tak hanya di Jakarta di tempat lain pun demikian efek kemarau panjang debu jadi semakin banyak. Tapi tenang karena ada @HalodocID yang dokternya selalu ada untuk memberi solusi.
-1,yang pada tidak suka polusi pindah saja ke iknbikin polusi sendiri karena masih sendirian
-1,Iyaaa nder tiap hari selalu muncul titik api jadinya makin banyak asapnya
1,Udara segar dari sumatera sama kalimantan diam2 bae
-1,DKI Jakarta Jadi Kota Paling Berpolusi Nomor Satu di Dunia pada Sabtu Pagi
0,ehhh bener anjir ternyata upil tuh jadi pengukur tingkat polusi di wilayah kita
1,"kendaraan akan dicatat. untuk standar lulus uji emisi ini adalah yang nilai Hidrokarbon (HC) sebesar 200 ppm. Kalau di atas jumlah tersebut dikatakan tidak lulus uji emisi.
""Kami melakukan uji emisi kendaraan bekerja sama dengan Astra atau Auto2000 dengan target 200 kendaraan."
0,Kukira kalsel doang berkabut asap
1,Pada Oktober kita akan adakan lagi kegiatan serupa dengan 200 kuota untuk jenis kendaraan roda empat dan dua untuk masyarakat umum” Kepala Dinas lingkungan Hidup dan Kebersihan Kabupaten Tangerang Fachrul Rozi.
-1,"Palembang jadi kota dengan cuaca terburuk kabut asap. penyebab utamanya kebakaran hutan di berbagai titik entah apa penyebab nya. Tapi yang lebih hebatnya lagi lebih banyak orang"" goblok yang ngebakar sampah di lahan kosong yang dipenuhi pepohonan."
1,Di sini 32 derajat angin sepoi2 saja panasnya udah ga ketulungan apalagi di sana dobel2 begitu :'). Semoga lekas membaik ya ka asapnya semoga cepet turun hujan juga ka
-1,"Aku malah kepikiran hewan"" disna manusia saja tersiksa karena asap gimna mereka"
-1,bener miris banget baca komennya padahal klu asapnya saja sampai kelihatan dinegara orng artinya separah itu kebakaran hutan yang terjadi di Indonesia separah itu polusi yang dihasilkan
-1,hanya kendaraan² yang selevel dengan esemka si kendaraan dengan teknologi siluman yang bahan bakarnya asap kemenyan yang boleh lalu-lalang di ika en yekan? yekan?
0,Selamat pagi hari yang cerah dan sudah penuh dengan asap kendaraan
-1,Bener kak minggu pagi pengennya olahraga santai malah di dalam rumah doang karena asap
-1,Iya kak kalau disiram tuh seger tanamannya dan udara tambah seger tidak berdebu. Mana pakai air sumur sendiri Kadang tuh sampai pompa air panas ( kobong) sampai mati dan rusak wkwk
0,Asap itu datang dari mana? Kebakaran yang datang dari insiden prewedding tu ek?
0,makanya minta presiden yang turun biar cepat daripada mokad kena asap
-1,"Terus juga dijalankan sudah pasti polusi ya asap kendaraan debu dll. Tapi ada saja ngeliat orang kibas-kibas bau asap kelilipan. Kalo pake helm kan tinggal tutupin kaca
Ah ribet luh"
-1,pasti sih karena polusi udara kendaraan plus asap pabrik juga
1,Sebenarnya solusinya mudah kurang kendaraan bermotor Asap pabrik juga
0,Iyaa tahun 2019 ada beberapa company dari malaysia yang terlibat karhutla
1,Gagasan Ganjar jauh lebih berkualitas di bidang lingkungan. Ganjar mempunyai visi-misi untuk memulihkan kondisi alam Indonesia yakni mengurangi emisi karbon
0,"Kalau IKN sampai berasap moncong 2 orang yang ngomong ""kalau tidak mau polusi di DKI pindah ke IKN"" mau dikuncir pake apa?"
-1,Separah itu udara di Jakarta adik adik? Kabar terbaru menyatakan Le Serafim sakit ispa katanya abis dari Jakarta
-1,"Bingung deh sama pemahaman pendemo yang aksinya bakar ban sama blokade jalan. Apa sih esensi dan tujuannya biar apa??
Udah mah udaranya kotor sama kendaraan macet ditambah lagi sama asap bakar ban. Mana demonya jam pulang kerja"
-1,Separah itu ya polusi nya sekarang pantes gue juga mulai lagi kumatnya
0,lrt saking jeleknya polusi di indonesia
-1,"i HATE pollution tiap hari udah capek liat kabut polusi masker kn95 tiap hari sampai bosen
tapi tolong pakai logika dan science yang bener"
0,"""Kalian ini kok gampang banget sakit sih? Saya juga tiap hari ngantor tapi tidak sakit kayak kalian.""
Ujar C-Level yang tiap hari ke kantor diantar-jemput supir kepada karyawannya yang harus menempuh perjalanan 2 jam dengan transportasi umum dan terpapar polusi tiap hari."
1,"fever and headache ini saja ga mungkin dari polusi udah pasti dari virus
buat again"
-1,Di musim kemarau ini banyak lahan persawahan tidak lagi diolahkering - kerontangtidak tumbuh tanaman.Panas semakin terikudara segarsehat yang dikandung tumbuhan semakin berkurangpolusi menyesakkan dada.Tidak ada lagi hamparan tanaman menghijau segarmenguning indahdan
-1,kalo curiga sakit karena polusi mah itu kemarin suga abis dari indo batuk2 kan
1,Wah rame banget. Btw ini bukan ngomongin siapa2 ya tapi kalau ada yang merasa tersindir mungkin bisa introspeksi diri PSA: Jangan lupa pake masker dan minum vitamin rutin karena cuaca lagi tidak baik belakangan ini (plus polusi yang tidak karuan)
-1,Disini hujan terus setiap hari bahkan deras sampai berjam-jam tapi asap kabut belum hilang². Biasanya bukit² disini terang hijau pas siang panas bolong
1,Hai JTzen PLN akan segera menjadi pemain besar dalam perdagangan karbon di Bursa Karbon Indonesia (IDXCarbon) membuka setara hampir 1 juta ton CO2 dan mendukung upaya pemerintah untuk mengurangi emisi dan mempercepat transisi energi. Langkah ini merupakan bagian dari komitmen
0,"ISPA dari mana dah
jelas jelas tulisannya Influenza Tipe A
udara Jakarta memangkotor tapi ga usah segitunya artis luar yang ke Jakarta ga cuma mereka doang dan kayaknya aman2 saja"
-1,Wong namanya saja udah EDAN baswEDAN dh tidak heran pendukungnya orang dengan gangguan jiwa semua suka mengkritik tapi disuruh buktikan omongannya malah diem omongan gak ada yang bener masak mobil listrik ada emisi karbon gk jlas bnget
-1,tidak yakin karena polusi Jakarta sih karena mereka pasti lebih sering di indoor dan cuma sebentar di Jakarta kalaupun jalan jalan paling ke mall dan naik mobil. SM town kemarin saja banyak yang Dateng dan lebih lama disini saja tidak ada yang ISPA.
1,"PLN dalam transisi energi di Indonesia dan mendapatkan Sertifikat Penurunan Emisi (SPE) pertama di Indonesia melalui mekanisme internasional.
PLN juga berkomitmen mengembangkan energi terbarukan dengan target 75% energi terbarukan di tahun 2040. Bersama PLN mari menyambut masa"
-1,kebanyakan kena debu ama polusi pabrik
1,"Pernah tidak sih gelisah apakah kita benar-benar bisa selamat dari perubahan iklim? Bisa kalau kita beralih ke energi bersih!
Energi bersih berkontribusi lebih sedikit pada jejak-jejak karbon. Kalau kita beralih ke energi bersih emisi karbon yang selama ini membuat -"
1,"uhuk uhuk yang ngirim asap ya motor dan mobil berbahan bakar fosil.
server ini kan pake listrik begitupula mobil listrik dan motor listrik. Kita harus dukung program subsidi konversi semua kendaraan jadi listrik. Sayang kalo surplus listrik kita terbuang. He he he."
1,"suhu bumi meningkat dan berimbas pada banyak hal tentu berkurang.
Ada banyak energi bersih yang bisa Sahabat Lestari coba di antaranya ada KRL LNG dan Panel Surya. Seberapa besar pengaruh pada emisi karbon? Yuk simak penjelasan di atas!"
-1,"tanyarl
cw // kpop
ada grup kpop yang abis tour di Jakarta terus pulang2 beberapa member langsung kena flu
ini ada kemungkinan pengaruh polusi di Jakarta yang bikin mereka tambah sakit tidak ya?
sampai orang luar banyak yang nanya 'how bad their air quality' malu banget"
1,Ganjar mempunyai visi-misi untuk memulihkan kondisi alam Indonesia yakni mengurangi emisi karbon mencetak talenta untuk inovasi serta mendorong ekonomi hijau dan ekonomi biru.
-1,memangpolusi sana udah ga nalar banget harusnya konser di Dieng saja
1,Jauhi polusi ayo ke Pangandaran langit biru air laut jernih sejuk cagar alam hijau dan seafood fresh Susi Air & Alvy Residence Solusinya
-1,walah ternyata separah itu polusi di daerahku alias jakarta
-1,Muka rusak sebab polusi mulut pun perih buat makan.
-1,Udara di Indonesia beneran lagi ga baik2 banget terutama di perkotaan udahlah polusi sekarang lagi El nino
-1,sebenarnya sekalipun faktor utamanya bukan karena polusi (mungkin faktor kecapean dll sebagainya) ini bisa jadi perbincangan orang luar sih soalnya kan memangpolusi jakarta memanglagi parah.
-1,Biasa kena udara korea yang bagus begitu ke indo imunnya ga bisa menangkal saking parahnya polusi
-1,Kayaknya iya sih nder pengaruh udara sama keadaan mereka juga mungkin kurang fit jadi makin2 tu kan mereka sibuk tour juga
-1,Maafkan polusi Jakarta ya yunjin dkk
0,Muter=boros bensin=polusi udara pakkk boncos sisan
0,possibilities. Yang pasti polusi udara Jakarta memangbisa bikin pertahanan tubuh turun cuma ketularan virus influenza A nya ini belum tau dari mana.
0,Kaga ngapa diluar banyak polusi
1,"Okay gue pengen tahu apakah lord juga bisaa rampungkan hal seperti ini
Kmren aj yang polusi begitu lord turun
Polusinya juga manut kok"
1,Teman2 yang merokok lebih baik pada berhenti deh merokoknya biar kita semua bisa lebih fokus menghirup polusi udara Jakarta ini hmmmm nikmatnya
-1,Iya Jakarta penuh polusi.
-1,"Ijin koreksi kak. Akut itu terjadi dengan tiba-tiba jadi tidak ada istilah ""belum akut"". Dan iya sakit karena influenza bisa disebut sebagai ISPA juga. Tapi kalau asal nyimpulin mereka kena influenza tipe A karena polusi udara Jakarta juga kurang benar soalnya ada banyak"
0,"Kebayang tidak kalo udara dan kabut malah jadi musuh manusia?
Ini dia beberapa film yang nyeritain ketika manusia justru harus berlindung dari udara dan kabut!"
-1,efek menghirup polusi udara Jakarta + panasnya bekasi akupun terbantai di kasur
-1,Bener anjirrr jambi panas bener mana kalo pagi polusi udara
1,Temen2 yang merokok IQOS semoga segera sadar dan berhenti lebih baik menghirup asap bakaran tetangga komplek
-1,Kemana semua orang orang yang bertugas memadamkan karhutla sehingga asapnya sampai ke negeri tetangga
-1,Dampak dari peristiwa kebakaran hebat di TPA Jatibarang kota Semarang dikepung polusi udara.
-1,"kulitku akhir-akhir ini lg sering breakout dan muncul kemerahan di sekitar jerawat. apalagi polusi sekarang yang makin banyak bisa memperparah kondisi kulitku
solusinya aku pake toner CICA biar bantu calming jerawat dan kemerahan"
0,jarak gunung ke matahari ga ada apa2nya dibanding jarak bumi ke matahari. polusi di ketinggian tekanan udara lebih rendah yang di mana udara bermolekul rendah sehingga penyerapan energi termal lebih sedikit.
-1,ya allahhh gue sebel banget sama manusia yang tidak tau waktuu jam segini udara masih seger malah bakar sampah ANJRITTT
1,Anak² jangan kesini dulu deh polusi lagi parah²nya nanti pada sakit kasian
0,Urusin polusi dulu ya indo jangan ikut perang hehe
-1,IHHH pasti polusi banget
0,"Polusi udara di Jakarta sudah sangat memprihatinkan bahkan di pagi hari pun sudah sangat tebal dan terlihat seperti kabut.
Get well soon Jakartasemoga polusinya segera hilang dan kualitas udara segera membaik."
-1,Gini baru bener bersihkan polusi coy bukan siram2 jalanan
-1,Anjir efek polusi Jakarta nih?
-1,Waduh polusi Jakarta menyebabkan pembatalan konser di Bangkok
-1,"IYAA PLSS aku sebel banget sama yang bakar"" pagi hari kayaK ini udara masih segar kenapa lo kasih polusi????"
-1,iya disini saja sudah banyak yang pake masker kalau pagi nampak jelas banget kabut asapnya
0,Polusi belike : lg enak² ngopi malah ada yang viral lg terpaksa gerak dahh hadeh
-1,belum disini kabut asap malah sudah datang lagi
0,cuy semarang bukan? dari set 4 asapnya sudah kemana2. katanya efek Kebakaran tapi
-1,Polusi di negara kita separah itu ya
0,"Bener nih ISPA ini dibuat buat Ama miminnya. Padahal yang bener mereka kena ""influenza"". Bukan ISPA."
1,Setiap tahunnya para pegowes sepeda berjasa mengurangi 9 juta kilogram emisi CO2.
0,1. Apakah dengan mengurangi emisi CO2 dapat membuat suhu BUMI kembali normal?
1,Mari menjaga kualitas udara dengan tidak membakar kembang api dan petasan.
1,Instalasi pembangkit listrik tenaga surya (plts) 1.059 kWh. Juga berguna menurunkan emisi gas CO2. (y)
1,Lumut yang menempel di batang pohon mampu mendeteksi tingkat polusi udara suatu daerah.Semakin banyak lumut menempel di sebuah pohon berarti semakin baik kualitas udara di tempat itu
1,"new solution
selamatkan bumi dari emisi gas co2"
0,Saat liburan tiba kualitas udara kota kota tujuan wisata jadi menurun cenderung memburuk sedangkan kota metropolitan kualitas udaranya cenderung naik ( membaik)Alhamdulillah hujan di pagi hari menyapu sisa2 polusi kemacetan semalam
1,Abis manusia bikin polusi. Langsung alam memberikan hujan untuk menetralkan udara.
0,"Prestasi pak Jokowi
Pada tahun 2016 hotspot dan kebakaran hutan semakin menyusut. Pada 2017 ini seperti itu juga hotspot-nya menyusut dan karhutla mengecil"" kata Menteri Koordinator Bidang Politik Hukum dan Keamanan Wiranto Kamis 18 Mei 2017"
0,"tahun 2016 hotspot dan kebakaran hutan semakin menyusut. Pada 2017 ini seperti itu juga hotspot-nya menyusut dan karhutla mengecil"" kata Menteri Koordinator Bidang Politik Hukum dan Keamanan Wiranto Kamis 18 Mei 2017."
0,"hotspot dan kebakaran hutan semakin menyusut. Pada 2017 ini seperti itu juga hotspot-nya menyusut dan karhutla mengecil"" kata Menteri Koordinator Bidang Politik Hukum dan Keamanan Wiranto Kamis 18 Mei 2017."
1,Keberhasilan ini tidak lepas dari koordinasi dan sinergitas semua pihak mulai upaya patroli terpadu sosialisasi upaya pencegahan Karhutla pemadaman api oleh Satgas Karhutla yang terdiri dari TNI Polri Mangala Agni dan sebagainya
0,Ia mengatakan banyak pemimpin sebelumnya sibuk menghilangkan asap tapi lupa memadamkan api (kebakaran hutan dan lahan/karhutla).
0,"dari kemarin (kalo ga salah) score kualitas udara sering banget di bawah 50 biasanya >90.
efek libur akhir tahun(?)"
0,Sobat Hijau salah satu agenda di Paviliun Indonesia hari ini (10/12) adalah Pengendalian Kebakaran Hutan dan Lahan. Sebagai pembicara yaitu Raffles B. Panjaitan (Dir. Pengendalian Karhutla) Prabianto M. Wibowo (Kemenko Perekonomian) dan Elim Sritaba (Private Sector).
1,asma ku sembuh di bandung!!!!! kualitas udara mendukung
0,Sedih liat friend pubg yang lagi online. Sepi. Okeh keknya gue keluar cari udara malam. Ngopi dulu biar meningkatkan kualitas diri
0,Jokowi mengingatkan perjanjian tentang kebakaran hutan dan lahan (karhutla) di mana Danrem dan Dandim lah yang bertanggung jawab
0,Terdapat 3 Hotspot (Confidence 0-100%) sepanjang 12-18 November 2018 di Konsesi PT. Mutiara Sabuk Khatulistiwa PT. Sekato Pratama Makmur dan PT. Seraya Sumber Lestari.
1,Lumut bisa jadi indikasi tingkat polusi udara 1 tempat. Semakin banyak lumut menempel di pohon berarti semakin baik kualitas udara di situ.
0,Terdapat 1 Hotspot (Confidence 0-100%) di Riau 12-18 November 2018 di Kawasan Gambut >4 m. Hotspot tersebut berada di Konsesi PT. Bukit Batu Hutani Alam Kabupaten Bengkalis. Sumber: Citra Terra-Aqua Modis C6
-1,Peringatan !! Kualitas udara di sekitar buruk nilainya mencapai 500 ppm atau lebih.
0,Saat ini sedang berlangsung pemaparan oleh Intan Adhi Perdana Putri tentang Kajian Risiko Multi-Hazard Banjir dan Asap Akibat Karhutla di Provinsi Jambi pada Seminar Hasil Penelitian P2K LIPI.
1,Hasilnya cukup signifikan dari tahun 2016 hingga 2018 Indonesia berhasil menghindari Karhutla secara Nasional setelah sebelumnya rutin terjadi selama hampir 20 tahun. Bahkan Indonesia berhasil menjadi contoh bagi dunia internasional dalam upaya penyelamatan lahan gambut.
